.	satellite.variable.network	1 6 12		0	0	0
.	satellite.variable.thread	1 6 13		0	0	0
.	satellite.variable.thread()	1 6 13 0		0	0	0
.	satellite.variable.thread.start()	1 6 13 1		0	0	0
.	satellite.variable.thread.join()	1 6 13 2		0	0	0
.	satellite.variable.variant	1 6 14		0	0	0
.	satellite.variable.variant()	1 6 14 0		0	0	0
H	satellite.variable.variant.holding	1 6 14 1	M12	1	1	0
H	satellite.variable.variant.holds(x)	1 6 14 2	M12	2	1	0
H	satellite.variable.variant.held	1 6 14 3	M12	1	1	0
H	satellite.variable.variant.clear	1 6 14 4	M12	1	1	0
.	satellite.variable.window	1 6 15		0	0	0
.	satellite.variable.capsule	1 6 16		0	0	0
.	satellite.random	1 7		0	0	0
.	satellite.random()	1 7 0		0	0	0
H	satellite.random.fast()	1 7 1	M13	0	0	0
H	satellite.random.normal()	1 7 2	M13	0	0	0
H	satellite.random.ultra()	1 7 3	M13	0	0	0
H	satellite.random.fast(digits)	1 7 4	M13	1	0	0
H	satellite.random.fast(min, max)	1 7 5	M13	2	0	0
H	satellite.random.fast(min, max, step)	1 7 6	M13	3	0	0
H	satellite.random.normal(digits)	1 7 7	M13	1	0	0
H	satellite.random.normal(min, max)	1 7 8	M13	2	0	0
H	satellite.random.normal(min, max, step)	1 7 9	M13	3	0	0
H	satellite.random.ultra(digits)	1 7 10	M13	1	0	0
H	satellite.random.ultra(min, max)	1 7 11	M13	2	0	0
H	satellite.random.ultra(min, max, step)	1 7 12	M13	3	0	0
.	satellite.file	1 8		0	0	0
.	satellite.file()	1 8 0		0	0	0
H	satellite.file.new(path)	1 8 1	M19	1	0	0
H	satellite.file.open(path, mode)	1 8 2	M19	2	0	0
H	satellite.file.clear(path)	1 8 3	M19	1	0	0
H	satellite.file.new(path, mode)	1 8 4	M19	2	0	0
H	satellite.file.exists(path)	1 8 5	M19	1	0	0
.	satellite.time	1 9		0	0	0
.	satellite.time()	1 9 0		0	0	0
H	satellite.time.now	1 9 1	M13	0	0	0
.	satellite.time.new	1 9 2		0	0	0
H	satellite.time.sleep(n)	1 9 3	M13	1	0	0
.	satellite.spacesuit	1 10		0	0	0
.	satellite.spacesuit()	1 10 0		0	0	0
.	satellite.protected	1 11		0	0	0
.	satellite.protected()	1 11 0		0	0	0
.	satellite.public	1 12		0	0	0
.	satellite.public()	1 12 0		0	0	0
.	satellite.statement	1 13		0	0	0
.	satellite.statement()	1 13 0		0	0	0
.	satellite.statement.if	1 13 1		0	0	0
.	satellite.statement.for	1 13 2		0	0	0
.	satellite.statement.while	1 13 3		0	0	0
.	satellite.statement.else	1 13 4		0	0	0
.	satellite.library	1 14		0	0	0
.	satellite.library()	1 14 0		0	0	0
.	satellite.library.main	1 14 1		0	0	0
.	satellite.library.main()	1 14 1 0		0	0	0
.	satellite.library.main.arguments	1 14 1 1		0	0	0
.	satellite.library.main.arguments()	1 14 1 1 0		0	0	0
.	satellite.library.main.arguments.machine	1 14 1 1 1		0	0	0
.	satellite.library.main.arguments.machine()	1 14 1 1 1 0		0	0	0
.	satellite.library.main.arguments.machine.cores	1 14 1 1 1 1		0	0	0
.	satellite.library.main.arguments.machine.cpu	1 14 1 1 1 2		0	0	0
.	satellite.library.main.arguments.machine.threads	1 14 1 1 1 3		0	0	0
.	satellite.library.main.arguments.memory	1 14 1 1 2		0	0	0
.	satellite.library.main.arguments.memory()	1 14 1 1 2 0		0	0	0
.	satellite.library.main.arguments.memory.total	1 14 1 1 2 1		0	0	0
.	satellite.library.main.arguments.username	1 14 1 1 3		0	0	0
.	satellite.library.system	1 14 2		0	0	0
.	satellite.library.system()	1 14 2 0		0	0	0
H	satellite.library.system.division_digits	1 14 2 1	M15	0	0	0
H	satellite.library.system.max_depth	1 14 2 2	M15	0	0	0
H	satellite.library.system.min_free_mb	1 14 2 3	M15	0	0	0
H	satellite.library.system.float_digits	1 14 2 4	M15	0	0	0
.	satellite.return	1 15		0	0	0
.	satellite.return()	1 15 0		0	0	0
.	satellite.return(satellite)	1 15 1		0	0	0
.	satellite.return(value)	1 15 2		0	0	0
.	satellite.analyze	1 16		0	0	0
.	satellite.bool	1 17		0	0	0
.	satellite.bool()	1 17 0		0	0	0
H	satellite.bool.false	1 17 1	M11	0	0	0
H	satellite.bool.true	1 17 2	M11	0	0	0
.	satellite.directory	1 18		0	0	0
.	satellite.directory()	1 18 0		0	0	0
H	satellite.directory.change(d)	1 18 1	M19	1	0	0
H	satellite.directory.current()	1 18 2	M19	0	0	0
H	satellite.directory.exists(d)	1 18 3	M19	1	0	0
H	satellite.directory.list()	1 18 4	M19	0	0	0
H	satellite.directory.list(d)	1 18 5	M19	1	0	0
H	satellite.help	1 19	M18	0	0	0
H	satellite.help()	1 19 0	M18	0	0	0
H	satellite.help(x)	1 19 1	M18	1	0	0
.	satellite.network	1 20		0	0	0
.	satellite.network()	1 20 0		0	0	0
.	satellite.network.http(port)	1 20 1		0	0	0
.	satellite.network.https(host, port)	1 20 2		0	0	0
.	satellite.network.new	1 20 3		0	0	0
.	satellite.network.open	1 20 4		0	0	0
.	satellite.network.receive	1 20 5		0	0	0
.	satellite.network.http(host, port)	1 20 6		0	0	0
.	satellite.network.https(port, cert, key)	1 20 7		0	0	0
.	satellite.returns	1 21		0	0	0
.	satellite.system	1 22		0	0	0
.	satellite.system()	1 22 0		0	0	0
H	satellite.system.delete(x)	1 22 1	M19	1	0	0
.	satellite.system.environment	1 22 2		0	0	0
.	satellite.system.home	1 22 3		0	0	0
.	satellite.system.memory	1 22 4		0	0	0
.	satellite.system.memory()	1 22 4 0		0	0	0
.	satellite.system.memory.bit	1 22 4 1		0	0	0
.	satellite.system.memory.frequency	1 22 4 2		0	0	0
.	satellite.system.memory.main()	1 22 4 3		0	0	0
.	satellite.system.memory.swap	1 22 4 4		0	0	0
.	satellite.system.memory.swap()	1 22 4 4 0		0	0	0
.	satellite.system.memory.swap.free()	1 22 4 4 1		0	0	0
.	satellite.system.memory.swap.total()	1 22 4 4 2		0	0	0
.	satellite.system.memory.swap.used	1 22 4 4 3		0	0	0
.	satellite.system.memory.swap.free(unit)	1 22 4 4 4		0	0	0
.	satellite.system.memory.swap.total(unit)	1 22 4 4 5		0	0	0
.	satellite.system.memory.swap(unit)	1 22 4 4 6		0	0	0
.	satellite.system.memory.this	1 22 4 5		0	0	0
.	satellite.system.memory.this()	1 22 4 5 0		0	0	0
.	satellite.system.memory.this.available()	1 22 4 5 1		0	0	0
.	satellite.system.memory.this.free()	1 22 4 5 2		0	0	0
.	satellite.system.memory.this.used	1 22 4 5 3		0	0	0
.	satellite.system.memory.this.available(unit)	1 22 4 5 4		0	0	0
.	satellite.system.memory.this.free(unit)	1 22 4 5 5		0	0	0
.	satellite.system.memory.free()	1 22 4 6		0	0	0
.	satellite.system.memory.total()	1 22 4 7		0	0	0
.	satellite.system.memory.used()	1 22 4 8		0	0	0
.	satellite.system.memory.main(unit)	1 22 4 9		0	0	0
.	satellite.system.memory.free(unit)	1 22 4 10		0	0	0
.	satellite.system.memory.total(unit)	1 22 4 11		0	0	0
.	satellite.system.memory.used(unit)	1 22 4 12		0	0	0
H	satellite.system.threshold()	1 22 5	M16	0	0	0
H	satellite.system.threshold(n)	1 22 6	M16	1	0	0
